"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"313","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Ness","When I wore it for the first time, the fit was amazing and it hugged my body so nicely. However my second wear, the zipper broke so I can’t wear it anymore. I tried to attach a new zipper slider but it didn’t fix it. Material is good, zipper is weak.","Reviewed in Australia on 10 April 2023","1.0 out of 5 stars","Verified Purchase"
"314","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Kath","The product looks good in the pictures, and it would have worked had I bought a larger size. I usually wear S or M, and I bought size M, but it was tiny, barley covering my mid-section. The thumb holes are quite nice and would be good with high-waisted leggings, but I ended up returning it because of the fact that it runs quite small. I would advise to size up when purchasing this product.","Reviewed in Australia on 23 June 2023","3.0 out of 5 stars","Verified Purchase"
"315","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Alice","Material seemed like it was good quality. Sizing seems to be pretty accurate also. Very flattering cut too. But the zipper has repeatedly fallen off the jacket on only my second time wearing it. Had to throw it out as it just wasn’t wearable anymore and I couldn’t fix it.","Reviewed in Australia on 11 April 2023","3.0 out of 5 stars","Verified Purchase"
"316","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"J","Update*** the zip snapped and fell off.Love the cropped look.The material is lightweight and looks a little inexpensive but it’s good quality for price.I sized down liked suggested, best to size down for a smaller waist but if you’re busty or have bigger arms buy true size.","Reviewed in Australia on 3 May 2023","3.0 out of 5 stars","Verified Purchase"
"317","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Ally","Went to try it on and the zipper instantly split because it’s so cheap - the zipper bent when I went to zip it up. So disappointed because the length of the jacket is so cute and flattering :(","Reviewed in Australia on 19 June 2023","2.0 out of 5 stars","Verified Purchase"
"318","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Danni","Zip slider broke after 3 wears and now the jacket is useless. Will need to pay more to have the entire zip replaced. Not worth it.","Reviewed in Australia on 13 May 2023","2.0 out of 5 stars","Verified Purchase"
"319","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Danni","I would have loved to have given this jacket a good review, but the zipper was of such poor quality it broke on the third wear. Wouldn't recommend.","Reviewed in Australia on 28 June 2023","2.0 out of 5 stars","Verified Purchase"
"320","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"faith davis","The jacket looks nice, but the zip snapped off the first time I put it on. Would recommend just getting a better quality one","Reviewed in Australia on 15 May 2023","2.0 out of 5 stars","Verified Purchase"
"321","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","Product as described","Rojda Korkmaz","Zipper broke within a minute of wearing, disappointing it’s not repairable","Reviewed in Australia on 22 August 2023","4.3 out of 5 stars","Verified Purchase"
"322","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","Super","Phoebe","The zipper broke right away ...","Reviewed in Australia on 6 June 2023","5.0 out of 5 stars","Verified Purchase"
"323","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","great fit","KD","Item arrived with zipper broken. Very disappointing!","Reviewed in Australia on 26 May 2023","1.0 out of 5 stars","Verified Purchase"
"324","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","me encantaaaa","Jenny","Fine, as described.","Reviewed in Australia on 25 May 2023","1.0 out of 5 stars","Verified Purchase"
"325","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","My favourite trail running top","Jose","Ich bin happy  mit dem Artikel.  Downsize empfohlen ;-)","Reviewed in Australia on 6 May 2023","1.0 out of 5 stars","Verified Purchase"
"326","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","So cute and comfy","Ruth H","Love this jacket! True to size, quality piece. for reference I'm 5' tall 125lbs 36 D/DD. The bottom if jacket goes about 4 inches below my belly button so it does go over my the top of my leggings. If your taller or have a longer torso, it may fit more like a crop & hit the top of your pant. It is very flattering. I will be buying another.","Reviewed in the United Kingdom on 2 March 2023","1.0 out of 5 stars","Verified Purchase"
"327","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","Super cute activewear top","Jan Machill","La uso para el gym, es ajustada de tooodos lados, asi que tomalo en cuenta al escoger la talla. Es linda y hace bonita figura 💋","Reviewed in Germany on 17 December 2023","5.0 out of 5 stars","Verified Purchase"
"328","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"robinest4","Very cute, and surprisingly versatile. I have used this as my only top layer all fall and into winter in Toronto, just by changing the layer underneath. With a merino layer for warmth, this little jacket offers just enough extra coverage to get me through a run without having to take it off midway. Love it. And the colour is nice and bright for good visibility.","Reviewed in the United States on 9 January 2024","5.0 out of 5 stars","Verified Purchase"
"329","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Julietta","Great fit, very slimming and I like the thumbholes! I just wish it had pockets overall it’s pretty nice.","Reviewed in Mexico on 29 September 2023","5.0 out of 5 stars","Verified Purchase"
"330","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"leelee","I bought this sweater already thinking I’d have to return it because I wasn’t sure how it would look, but it’s actually super cute!! It’s cozy and so great for working out/gym. I bought the black XS, and I’m a 34DD with small waist and it zipped up perfectly, very fitted slimmed top/sweater.","Reviewed in Canada on 3 January 2024","5.0 out of 5 stars","Verified Purchase"
"331","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","Perfekte Passform","Rojda Korkmaz","Trage 34/36 und habe S genommen, passt perfekt.","Reviewed in Australia on 22 August 2023","4.3 out of 5 stars","Verified Purchase"
"332","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","The jacket is so flattering and form fitting, but it is snug at the arms.","Phoebe","The jacket makes you look very sexy, but the arms are so tight compared to the rest of the jacket. It is quite compressing at the wrists and hands. I am a size S.","Reviewed in Australia on 6 June 2023","5.0 out of 5 stars","Verified Purchase"
"333","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","Alles perfekt nur ein paar cm etwas groß und ein kleiner Stift Fleck","Silva Rehberg","Passt sehr gut macht die Figur viel deutlicher und die Farbe finde ich super schön.Hatte Angst das es zu klein wird, wegen die Größenunterschiede in China, aber ist sogar etwas größer ausgefallen aber finde es passt. Nur ein kleiner StiftFleck entdeckt","Reviewed in Germany on 21 April 2023","1.0 out of 5 stars","Verified Purchase"
"334","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","Love the style. Fits a little large for me.","Silva Rehberg","It fits, but I should have ordered a medium (sized down). I am 5'10 and 145lbs. I usually get a size large for shirts, but it's a little too loose for the style. It should be more fitting and tight. I think I'll replace it with a medium. Or see if it shrinks in the wash.","Reviewed in Canada on 6 July 2023","5.0 out of 5 stars","Verified Purchase"
"335","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","Cute essential for the gym!","Vy Nguyen","It’s actually so comfortable. At first it seemed tight on me but after you don’t feel uncomfortable. I got a size medium and it fit perfectly. I love the way it hugs my waist and made my hips pop out. When wearing this to the gym I didn’t have to adjust it as much. I’m 172 pounds and 5’3 for reference. The material is nice, it’s not too thin or thick. The only thing i wish this had were pockets to carry my keys.","Reviewed in Germany on 17 January 2023","5.0 out of 5 stars","Verified Purchase"
"336","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","Love it","Réka Zsolnai","Love it so cute for the gym","Reviewed in the United States on 11 February 2024","4.0 out of 5 stars","Verified Purchase"
"337","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","They run a bit small","Réka Zsolnai","I would size up one, and if you’re usually between 2 sizes, size up two sizes! Besides that, they fit great!","Reviewed in the United States on 11 October 2023","4.0 out of 5 stars","Verified Purchase"
"338","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","Great fit and quality material","Jovy J.","Absolutely love this jacket for tennis! It’s comfortable and lightweight enough to not affect my game, but keeps me warm during a chilly match! Love it! Will definitely be purchasing in other colors!","Reviewed in Canada on 9 February 2024","4.0 out of 5 stars","Verified Purchase"
"339","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","Great Lululemon Dupe","Damaris","As an avid runner and weightlifter I’d rate this product a 10/10. The jacket / top is lightweight, breathable, and super cute on top of that. Great dupe for an expensive looking type of product.If things change, I’ll report back!","Reviewed in Canada on 10 June 2023","5.0 out of 5 stars","Verified Purchase"
"340","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb","Different Sellers","Damaris","BLACK SWEATER - ⭐️⭐️⭐️ I know it's cheap, but for $20 I could've gotten something really nice off of Old Navy. The material is extremely thin, and the finishing is terrible - loose threads, bad stitching etc. Also, the zipper is cheap and whoever sewed it didn't do it well enough because the fabric tends to create an odd buldge around my midriff that I can't press down. On another note, the fit is a bit off. I made sure to measure myself before buying but it is still too tight, and going up a size would make it too big for me. I have a somewhat long torso and this sweater tends to ride up a bit bc it is too cropped.WHITE SWEATER - ⭐️⭐️⭐️⭐️obviously there are different sellers on this one Amazon post bc the white sweater is so much nicer than the black one. It has the perfect thickness for an exercise/lightweight jacket, the stitching is neat and the fit is absolutely perfect. The zipper is of good quality and there is no bunching along it. The feel of the material is also wonderful. The only downside is that it is a tad see through if you don't wear a black sports bra or t-shirt underneath. But otherwise, this one is worth purchasing.","Reviewed in the United States on 18 February 2024","4.0 out of 5 stars","Verified Purchase"
