"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1212","hanes women's jersey short","love these shorts","kelly sapp","i absolutely love these shorts even in the winter i wear these shorts to bed they are super comfortable the recommendation when i bought them was to get a x glad i stuck with the x as i cannot wear anything too tight also love the pockets plan to purchase another pair very soon",2023-10-30,5,"verified purchase"
"1213","hanes women's jersey short","very comfortable great length for tall women","mamaha","i love how comfortable these shorts are im on the taller side and the length is perfect since i prefer my shorts not to creep up too high i ended up purchasing  pairs and theyve been my go to shorts all summer the pockets are roomy which i think is a big plus since womens shorts and pants often have tiny pockets theyre pretty casual as far as the material is concerned but i actually dressed them up a little more with a nicer top and some cute sandals overall im very happy with these shorts and hope they eventually make them in a wider array of colors",2023-08-27,5,"verified purchase"
"1214","hanes women's jersey short","good value","jennifer rutter","these shorts are a good value for the money only reason i gave  stars and not  is because i was hoping they would be softer",2023-08-12,5,"verified purchase"
"1215","hanes women's jersey short","softness","jean goodwin","i like the length color and draw string fabric not so soft",2023-08-27,4,"verified purchase"
"1216","hanes women's jersey short","what i was looking for","jassyjas","i wanted something to wear post workout shower and these are it i bought an xxl because i assumed the my may shrink andor be sized smaller i couldve bought an xl and they have fit perfectly but i wanted a looser fit i would say they fit as expected i hung dry these to avoid shrinkage i bought these on sale and i wouldve paid full price for them",2023-09-20,4,"verified purchase"
"1217","hanes women's jersey short","if you didnt know    now you know","trixie","ive worn hanes clothing for years and have never been dissatisfied but these are the best ever i could have even gone a size smaller they are so comfy dont wear them only to do yard work unless you have to they look and feel great out in public you can even wear them over leggings the fabric goes with so many fabrications great length doesnt expose anything you want to keep discreet no itching riding up bunching or wrinkling rest assured when crossing your legs one over the other or in a pointed angle at the knee i bought  colors im going back for  more enjoy",2023-08-10,5,"verified purchase"
"1218","hanes women's jersey short","very comfy","lyndsy fernandes","these arent as soft as i was hoping for but thats not the fault of the shorts just my preference the sizing was accurate for me  i ordered larger than i wear for extra comfort and they were roomy but not falling off even with loaded pockets",2023-10-07,5,"verified purchase"
"1219","hanes women's jersey short","very comfortable","deborah n","size is true to fit  washes nicely i would order again",2023-08-13,5,"verified purchase"
"1220","hanes women's jersey short","good shorts","katherine baird","nice workout shorts",2023-12-08,4,"verified purchase"
"1221","hanes women's jersey short","haines womens shorts","arlene","fit xxl was perfect shorts length good material was better than i expectedfabricwill buy again",2023-11-20,4,"verified purchase"
"1222","hanes women's jersey short","soft knit fabric","bee","skimpy sizesuggest ordering a size larger than you normally wear  i would have liked  them about  inches longer however the comfortable soft knit fabric is wonderful  i would order again",2023-07-17,5,"verified purchase"
"1223","hanes women's jersey short","on a scale of  theyre a meh","melissa andrick","i cant complain about the quality they are well made re seams and stitching  i like the weight of the material its not flimsy or seethrough i even like the fit at the waist and tummyim  and find the length to just right mid thighbut the shorts are high on the scratchy scale even after a wash with fabric softener and low on the stretchy scale  they also do that old school nonstretch jeans thing  where they stretch in weird ways and get misshapenim not in love but they will do for working around the house they wont be my goto comfyaftershower shorts",2023-07-12,4,"verified purchase"
"1224","hanes women's jersey short","great everyday mom shorts","mombie","i bought  pair in different colors for everyday wear of mom life and i love them i wear x in most bottoms so thats what i ordered and these run very true to size they have elastic and a drawstring so if youre having a bloated day you can loosen them and if you are feeling thin after a day of sweating away pounds mowing your lawn in the summer heat you can cinch em up theyre not too thick not too thin they wash well and theyre super comfy i live in shorts and tanks all summer and these are great for quick walks grocery shopping or scrubbing your toiletwhatever the day throws at you i dont expect them to last for years and years but at this price point they dont need to i plan to order more before the winter hits in case they dont carry them next summer",2022-07-23,3,"verified purchase"
"1225","hanes women's jersey short","great shorts","pamela a","these fit great and are comfortable i am   and weigh  the waist has  or  inches stretch as long as you untie the cute little bow and retie it loosely so if i can lose more weight i will still be able to wear them by tightening the strap and the price is definitely a bonus",2023-08-07,5,"verified purchase"
"1226","hanes women's jersey short","not into lycra work out shorts","naomi","for those of you like me that are not into lycra bike type shorts for working out these fit the bill  they are a flattering inseam length with a straight not tapered leg shape  they have an thick elastic waist band with and additional drawstring if needed  i purchase the black and the navy and both have laundered well using cold water wash and medium dry settings",2023-07-28,5,"verified purchase"
"1227","hanes women's jersey short","they actually fit","red","i have tried several brands of shorts and i have had no success until now thank you haynes for taking size as it should be these are comfortable true to size they do have a drawstring but they have two nice pockets the pockets could lay a little flatter but overall ill be buying some more of these great buy great price great shorts if youre not looking for something super dressy that you can just throw on for summer and they wont hold the heat or the sweat",2023-05-28,5,"verified purchase"
